julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
29.06.2016;RL Art.: R52141302;YHS036G-120II (verkkoliitäntäkoje);DS-3W, 230V/12V, 50Hz, class II, IP20;Valaisimet ja valaisintarvikkeet;Pöytävalaisin LED;4017807264456;Sähköisku,Palo;Myyntikielto;YNS-20160217-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=29416,http://marek.tukes.fi/Tuote.aspx?kuvaid=29410,http://marek.tukes.fi/Tuote.aspx?kuvaid=29412;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Trio Lighting Scandinavia Oy ,Maahantuoja,Malmin raitti 17 B,00700,HELSINKI;;Valaisimen liitäntälaitteen pistotulpan tappien kiinnitys ei täysin kestänyt testissä.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
29.06.2016;Bårebo Pro power;art. 962448;FSM-42W-G24, 230V, 50/60Hz, class I, IP44;Valaisimet ja valaisintarvikkeet;Valaisin, työmaa;7319979624487;Palo;Myyntikielto;YNS-20160315-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=29684,http://marek.tukes.fi/Tuote.aspx?kuvaid=29679,http://marek.tukes.fi/Tuote.aspx?kuvaid=29680;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Habo Finland Oy Ab Thomée Finland,Maahantuoja,Vetokuja 4,01610,VANTAA;;Tuotteen sisäiset kytkennät eivät täytä vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
29.06.2016;Ningbo Xuanhua Electric H05RR-F 3x1,5mm2 (5-metriä);71-5M;16 A, 250 V ~, IP44, 2P+suojakosketin, kaapeli H05RR-F 3G1,5 mm², pituus 5 m;Asennustarvikkeet, kaapelit, komponentit;Auton lämmittimen liitäntäjohto;6438168089065;Sähköisku;Markkinoilta poisto;YNS-20160314-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=29550,http://marek.tukes.fi/Tuote.aspx?kuvaid=29546,http://marek.tukes.fi/Tuote.aspx?kuvaid=29549;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Scandic Trading House Oy Ltd ,Maahantuoja,Yrittäjänkaari 7,30420,FORSSA;;Johdon kylmänkestävyys ei täytä vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
29.06.2016;Nowodvorski / e.lite;5515;DS-9W, 230V, 50Hz, lk I, IP44;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin, Led;5903139551595;Sähköisku;Markkinoilta poisto;YNS-20160218-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=29760,http://marek.tukes.fi/Tuote.aspx?kuvaid=29755,http://marek.tukes.fi/Tuote.aspx?kuvaid=29756;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Device Ky Aputoiminimi E.lite,Maahantuoja,Kanervistontie 1,45200,KOUVOLA;;Valaisin on tarkoitettu kosteisiin tiloihin. Vesitestissä valaisimen sisään pääsi vettä. Eristyspuutteet valaisimen rakenteessa sekä liitäntälaitteessa.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
29.06.2016;Zodiak;79909;200W, 220-240V, 50-60Hz, IP65, class I;Lämmittimet, ilmastointi;Lämmitin, säteily;8010114799006;Sähköisku;Markkinoilta poisto;YNS-20160330-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=29694,http://marek.tukes.fi/Tuote.aspx?kuvaid=29695,http://marek.tukes.fi/Tuote.aspx?kuvaid=29696;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Scandic Trading House Oy Ltd ,Maahantuoja,Yrittäjänkaari 7,30420,FORSSA;;Tuotteen liitäntäjohdon pakkaskestävyysvaatimus ei täyty.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
29.06.2016;KST Loistava LED Paneelivalaisin;Tuote 2459 / LED-Paneelivalaisin-25W-Slim-100-230VAC;Valaisin: DS-25W, 100-230V, class II/III, IP20. Liitäntälaite: 25W, 100-230V, 600 mA / 30-40V, class II, IP20;Valaisimet ja valaisintarvikkeet;Kattovalaisin, led;6430021222459;Sähköisku,Palo;Markkinoilta poisto;YNS-20160204-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=29446,http://marek.tukes.fi/Tuote.aspx?kuvaid=29433,http://marek.tukes.fi/Tuote.aspx?kuvaid=29437;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;KST-Tukku Sisustetalo Ky ,Maahantuoja,Katsastustie 14,61800,KAUHAJOKI;;Tuotteen liitäntälaitteen vedonpoistossa on puutteita ja tuotteen asennusohjeissa on puutteita.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
01.07.2016;Ag rannekoru;AB S XO 19CM ST;14,14 g;Korut;Rannekoru;;Taloudellinen menetys;Markkinoilta poisto;ANP-20151028-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28790,http://marek.tukes.fi/Tuote.aspx?kuvaid=28798,http://marek.tukes.fi/Tuote.aspx?kuvaid=28796;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen. Puute tuotteen vaatimustenmukaisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta http://www.kkv.fi/asiointi/kuluttajaneuvonta/.;Ur & Penn  Itäkeskus,Vähittäismyyjä,Itäkatu 1-7,00930,HELSINKI;;Tuotteessa ei ole vastuutahon ilmaisevaa nimileimaa tai tarkastusleimaa.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli poistanut tuotteen markkinoilta.
05.07.2016;TM;05452 (latauslaite: GA841000);Latauslaite: 100-240VAC, 50/60Hz, class II, IP20;Valaisimet ja valaisintarvikkeet;Valonheitin LED, ladattava;6405086054529;Sähköisku;Palautusmenettely;JAT-20151211-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=28851,http://marek.tukes.fi/Tuote.aspx?kuvaid=28845,http://marek.tukes.fi/Tuote.aspx?kuvaid=28849;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.Poista tuote välittömästi käytöstä.;Talous-Markka Oy ,Maahantuoja,Mikkolantie 32,28130,PORI;;Latauslaitteen muuntajan eristykset puutteelliset. Jännitelujuustesteissä tapahtui läpilyönti.;Tukesin tekemä palautusmenettelyä koskeva päätös.
05.07.2016;AL-KO / Gudenaa;Comfort 38.4 Li;;Tavara;Ruohonleikkuri;;Leikkautuminen/viiltyminen,Muut ulkoiset vammat;Palautusmenettely;MNI-20151023-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=26835;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on vapaaehtoisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Kaha Oy Ab ,Maahantuoja,Ansatie 2,01510,VANTAA;;Tuotteen ohjauspiirissä olevan vian vuoksi ruohonleikkuri voi jatkaa käyntiään huolimatta siitä, että käyttäjä irrottaa otteensa ruohonleikkurin turvakaaresta. Vaihtoehtoisesti ruohonleikkuri voi käynnistyä itsekseen akkua kiinnitettäessä tai turva-avainta käännettäessä ilman, että turvakaari on alas painettuna. Tämän seurauksena henkilö voi jäädä käynnistyneen / käyntiä jatkavan ruohonleikkurin alle.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
08.07.2016;REV Ritter GmbH;FH-104 (Ref. 00166);230V~, 50Hz, 0,3W;Valaisimet ja valaisintarvikkeet;Yövalo;4006341001665;Vaaralliset aineet;Markkinoilta poisto;TIS-20150504-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=25592,http://marek.tukes.fi/Tuote.aspx?kuvaid=25595;Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;Bauhaus & Co Ky ,Maahantuoja,Tammiston kauppatie 19 ,01510,VANTAA;;Tuotteessa on lyijyllinen juotos.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
12.07.2016;Ikea;Ikea  Patrull-, Patrull Klämma- ja Patrull Fast- turvaporit;;Tavara;Turvaportti;;Muut ulkoiset vammat;Palautusmenettely;JAK-20160623-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=30143;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Ikea Oy ,Maahantuoja,Espoontie 21,02740,ESPOO;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=615,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=616;Patrull- turvaportin kiinnitys voi avautua yllättäen ja tämän seurauksena lapsi voi pudota alas rappusia.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
12.07.2016;Jysk Sanibel matkasänky;3902206;;Tavara;Matkasänky;;Muut ulkoiset vammat,Kuristuminen;Markkinoilta poisto;MNI-20151123-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=30511;Toiminnanharjoittaja on vapaaehtoisesti sitoutunut lopettamaan tämän tuotteen markkinoinnin, myynnin ja muun luovuttamisen sekä ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Jysk Oy ,Maahantuoja,Valimotie 18 A,01510,VANTAA;;Jysk Sanibel matkasängystä aiheutuu raajojen kiinnijuuttumis-, kuristumis- ja muun ulkoisen vamman vaaraa lapselle, koska sängyn hoitopöytä on liian pieni ja siinä on lapsen ulottuvissa vaatimustenvastaisia aukkoja.;Toiminnanharjoittaja on vapaaehtoisesti ryhtynyt korjaaviin toimenpiteisiin eli keskeyttänyt tuotteen uudet toimitukset ja poistanut tuotteen markkinoilta.
14.07.2016;Saunavalosarja 41490;LDE-12V6W (muuntaja);DS - 6W, 100-240V, 50/60Hz, class II;Ei määritelty;LED-Valosarja;6438140414908;Sähköisku;Myyntikielto;YNS-20160406-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=29924,http://marek.tukes.fi/Tuote.aspx?kuvaid=29919,http://marek.tukes.fi/Tuote.aspx?kuvaid=29920,http://marek.tukes.fi/Tuote.aspx?kuvaid=29925,http://marek.tukes.fi/Tuote.aspx?kuvaid=29921,http://marek.tukes.fi/Tuote.aspx?kuvaid=29922;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kauppahuone Harju Oy ,Maahantuoja,Myllypuronkatu 30,33330,TAMPERE;;Liitäntälaitteen muuntajan ensiö- ja toisiopirien välinen eristys ei täytä standardissa EN 60598 annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
14.07.2016;Lexxa;DT830B / 430314;600 V ~ / 600 V d.c., Max., 10 A Max., class II, CAT II;Mittavälineet;Mittausväline;6420617643140;Sähköisku;Myyntikielto;JAT-20160314-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=29836,http://marek.tukes.fi/Tuote.aspx?kuvaid=29837,http://marek.tukes.fi/Tuote.aspx?kuvaid=29839,http://marek.tukes.fi/Tuote.aspx?kuvaid=29838;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;SRS Fenno-El Oy ,Maahantuoja,Robert Huberin tie 7,01510,VANTAA;;Laitteen kotelomateriaali ei täytä standardissa EN 61010 (EN 60950) annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
14.07.2016;Lexxa DurableX 430 319;M92B;;Mittavälineet;Mittausväline;6420617649951;Sähköisku,Palo;Myyntikielto;YNS-20160127-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=29585,http://marek.tukes.fi/Tuote.aspx?kuvaid=29586,http://marek.tukes.fi/Tuote.aspx?kuvaid=29589,http://marek.tukes.fi/Tuote.aspx?kuvaid=29587;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;SRS Fenno-El Oy ,Maahantuoja,Robert Huberin tie 7,01510,VANTAA;;Laitteen kotelomateriaali ei täytä standardissa EN 61010 (EN 60950) annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
15.07.2016;ProMaster;J0306;HD-120W-R7s, 230-240V, 50Hz, class I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin;6420286010458;Sähköisku;Markkinoilta poisto;YNS-20160419-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=30033,http://marek.tukes.fi/Tuote.aspx?kuvaid=30028,http://marek.tukes.fi/Tuote.aspx?kuvaid=30030;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Linnax Oy ,Maahantuoja,Moottoritie 8,61800,KAUHAJOKI;;Valonheitin ei täytä kotelointiluokan IP44 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
15.07.2016;Malmbergs;Besttester4;Nimellisjännitealue 6 - 400 V ac, 6 - 500 V dc;Sähkötyökalut;Jännitteenkoetin;7392529034349;Sähköisku;Markkinoilta poisto;JAT-20160331-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=30059,http://marek.tukes.fi/Tuote.aspx?kuvaid=30054,http://marek.tukes.fi/Tuote.aspx?kuvaid=30058,http://marek.tukes.fi/Tuote.aspx?kuvaid=30055;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Malmberg-Elektro Oy ,Maahantuoja,Juhanilantie 1,01740,VANDA;;Jännitteenkoetin ei täytä näytön luotettavuuden osalta standardissa EN 61243 annettuja vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
15.07.2016;LED Ceiling Lamp;DAS0477 (CL083A-15"-20W);DS - 20W, 100-240V, 50/60Hz, class I;Valaisimet ja valaisintarvikkeet;Kattovalaisin, led;6419773786273;Sähköisku;Markkinoilta poisto;YNS-20160404-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=29934,http://marek.tukes.fi/Tuote.aspx?kuvaid=29926,http://marek.tukes.fi/Tuote.aspx?kuvaid=29930;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Veljekset Keskinen Oy ,Maahantuoja,Onnentie 7,63610,TUURI;;Valaisin ei täytä standardin EN 60598 mukaisia kosketussuojausvaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
20.07.2016;Tiger Puinen kirahvi;valmistuserä 79445, tuotekoodi 1701493;;Tavara;Puulelu;;Tukehtuminen;Palautusmenettely;MNI-20160308-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=30551;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on sitoutunut vapaaehtoisesti suorittamaan toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä. Koskee tuote-erää 79445.;Tiger Stores Oy ,Jakelija,c/o 7 krs, Mannerheimintie 18,00100,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=618,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=619;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaaraa.;Toiminnanharjoittaja on  vapaaehtoisesti ryhtynyt tuotetta koskevan palautusmenettelyn järjestämiseen.
